,id_x,task_id,id_y,info_0,info_1,info_2,info_3,info_4_0,info_4_1,info_4_2,info_4_3,info_5,info_6,info_7,info_8,info_9,info_10,info_11,calibration,created,fav_user_ids,id,info_CIME_coordinates,info_CIME_geolocation_string,info_bounding_box,info_country,info_country_code,info_country_or_territory,info_created_at,info_id,info_id_str,info_language_code,info_media_url,info_type,info_url,info_user_loc,n_answers,priority_0,project_id,quorum,state
5542,16345,134728,134728,Yes,Yes,Yes,Yes,Surgical,Surgical,Cloth,,Yes,4,Yes,Yes,Other,Other,Yes,0,2020-08-31T09:08:06.010985,,134728,,,,-0,BRA,Brazil,2020-08-19 19:04:02,1296161018100490000,1296161018100490000,es,http://pbs.twimg.com/media/EfzjZrkWkAA6Hk5.jpg,photo,https://t.co/kqQhfOjGUm,Venezuela,3,0,162,0,ongoing
5543,16346,134732,134732,Yes,Yes,Yes,Yes,Surgical,Surgical,Cannot tell,,Yes,4,Yes,Yes,Other,Other,Yes,0,2020-08-31T09:08:06.257084,,134732,,,,-0,ARG,Argentina,2020-08-19 19:03:49,1296160960948860000,1296160960948860000,es,http://pbs.twimg.com/media/EfzjhXQXkAEe3dD.jpg,photo,https://t.co/e7LRmggPzL,Argentina,3,0,162,0,ongoing
5544,16347,134788,134788,Yes,No,Not answered,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,0,2020-08-31T09:08:10.051415,,134788,,,,-0,USA,United States,2020-08-19 19:01:03,1296160265852060000,1296160265852060000,en,http://pbs.twimg.com/media/Efzi5HDXkAErIhP.jpg,photo,https://t.co/KuYQKcISQz,Washington - D.C.,3,0,162,0,ongoing
5545,16348,134792,134792,Yes,Yes,Yes,Yes,Other,Surgical,,,Yes,3,Yes,Yes,Hospital,Working,Yes,0,2020-08-31T09:08:10.318926,,134792,,,,-0,ARG,Argentina,2020-08-19 19:00:58,1296160246562460000,1296160246562460000,es,http://pbs.twimg.com/media/Efzi3yBWsAAm12X.jpg,photo,https://t.co/lQULa6v3bQ,La Rioja - Argentina,3,0,162,0,ongoing
5546,16349,134796,134796,Yes,Yes,Yes,Some of them,Scarf,Surgical,,,Yes,4,Yes,Yes,Street/Square,Cannot tell,Yes,0,2020-08-31T09:08:10.587533,,134796,,,,-0,USA,United States,2020-08-19 19:00:47,1296160197271070000,1296160197271070000,en,http://pbs.twimg.com/media/Efziz8uXYA4e1yv.jpg,photo,https://t.co/g9OKF1EkAk,Tucson - Arizona,3,0,162,0,ongoing
5547,16350,134800,134800,Yes,Yes,Yes,Not answered,Cloth,Cannot tell,,,Cannot tell,5 or more,Not answered,Yes,Street/Square,Cannot tell,Yes,0,2020-08-31T09:08:10.838192,,134800,,,,-0,KEN,Kenya,2020-08-19 19:00:35,1296160146327060000,1296160146327060000,en,http://pbs.twimg.com/media/EfziyH_X0AYWmKm.jpg,photo,https://t.co/bjCbxj3NTX,Chuka - Kenya,3,0,162,0,ongoing
5548,16351,134804,134804,Yes,Yes,Yes,Some of them,Surgical,Cloth,,,No,5 or more,No,Not answered,Not answered,Other,Maybe,0,2020-08-31T09:08:11.114220,,134804,,,,-0,ESP,Spain,2020-08-19 19:00:22,1296160094640580000,1296160094640580000,es,http://pbs.twimg.com/media/EfzihcgWsAAnto9.jpg,photo,https://t.co/sjAwr8PHp9,-0,3,0,162,0,ongoing
5549,16352,134808,134808,Yes,Yes,Yes,Yes,Cloth,,,,Yes,2,Yes,Yes,Street/Square,Other,Yes,0,2020-08-31T09:08:11.374475,,134808,,,,-0,USA,United States,2020-08-19 15:29:21,1296106988942790000,1296106988942790000,en,http://pbs.twimg.com/media/Efyyb6aXkAAsBmy.jpg,photo,https://t.co/JPQZciH83J,Owen Sound - ON. Canada,3,0,162,0,ongoing
5550,16353,134812,134812,Yes,Yes,Yes,Yes,Cloth,FP2,,,Yes,3,Yes,Not answered,Outdoors,Other,Cannot tell,0,2020-08-31T09:08:11.621480,,134812,,,,-0,ARG,Argentina,2020-08-19 15:29:12,1296106950732720000,1296106950732720000,es,http://pbs.twimg.com/media/EfyxJHPXkAAuUfl.jpg,photo,https://t.co/UWeEOS2xQQ,Posadas - Misiones - Argentina,3,0,162,0,ongoing
5551,16354,134816,134816,Yes,No,Not answered,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,0,2020-08-31T09:08:11.936340,,134816,,,,-0,ESP,Spain,2020-08-19 19:00:13,1296160057432840000,1296160057432840000,en,http://pbs.twimg.com/media/Efzis6uVoAANOoQ.jpg,photo,https://t.co/BMZsrpJHQi,Barcelona - Spain,3,0,162,0,ongoing
5552,16355,134820,134820,Yes,Yes,Yes,Yes,Cloth,Cannot tell,,,Only some of them,5 or more,Yes,Not answered,Not answered,Other,Yes,0,2020-08-31T09:08:12.202222,,134820,,,,-0,USA,United States,2020-08-19 15:29:01,1296106906134730000,1296106906134730000,en,http://pbs.twimg.com/media/EfyyVFsWAAEgc-R.jpg,photo,https://t.co/mp0MItUZvY,Lawrence - Michigan,3,0,162,0,ongoing
5553,16356,134824,134824,Yes,Yes,Yes,Yes,Surgical,Surgical,,,Yes,2,Yes,Not answered,Not answered,Other,Yes,0,2020-08-31T09:08:12.449185,,134824,,,,-0,MEX,Mexico,2020-08-19 19:00:08,1296160033743360000,1296160033743360000,es,http://pbs.twimg.com/media/EfziqzvUMAAH1BG.jpg,photo,https://t.co/ewW6x21EQu,Sinaloa - México,3,0,162,0,ongoing
5554,16357,134828,134828,No,Not answered,Not answered,Not answered,Cloth,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Cannot tell,Maybe,0,2020-08-31T09:08:12.740454,,134828,,,,-0,GBR,United Kingdom,2020-08-19 19:00:04,1296160018916620000,1296160018916620000,en,http://pbs.twimg.com/media/EfziqcWWkAIB8qq.jpg,photo,https://t.co/2FQPoqjljo,Warwickshire,3,0,162,0,ongoing
5556,16359,134836,134836,Yes,Yes,Yes,Some of them,Cloth,Cannot tell,,,Cannot tell,5 or more,Cannot tell,Yes,Street/Square,Other,Yes,0,2020-08-31T09:08:13.319578,,134836,,,,-0,VEN,Venezuela - Bolivarian Republic of,2020-08-19 15:28:21,1296106736735200000,1296106736735200000,es,http://pbs.twimg.com/media/EfyyNKYX0AAg31y.jpg,photo,https://t.co/f6XeXjDCno,Maracay - Aragua - Venezuela,3,0,162,0,ongoing
5557,16360,134840,134840,Yes,Cannot tell,Yes,Not answered,Other,,,,Not answered,5 or more,Not answered,Not answered,Not answered,Other,Maybe,0,2020-08-31T09:08:13.622200,,134840,,,,-0,MEX,Mexico,2020-08-19 19:00:00,1296160000595780000,1296160000595780000,es,http://pbs.twimg.com/media/Efzh5WkXYAAHP8V.jpg,photo,https://t.co/Dn3MdQCW1V,México,3,0,162,0,ongoing
5558,16361,134844,134844,Yes,Yes,Yes,Yes,Surgical,Surgical,FP2,,Yes,5 or more,Yes,Not answered,Not answered,Other,Yes,0,2020-08-31T09:08:13.863883,,134844,,,,United States,USA,United States,2020-08-19 18:59:51,1296159962733970000,1296159962733970000,es,http://pbs.twimg.com/media/EfzimxdXkAAbSPD.jpg,photo,https://t.co/SQPh9vSkdt,Orlando - FL,3,0,162,0,ongoing
5559,16362,134848,134848,Yes,Yes,Yes,Some of them,Cloth,Surgical,FP2,,Yes,5 or more,Yes,Not answered,Not answered,Working,Maybe,0,2020-08-31T09:08:14.126139,,134848,,,,-0,SLV,El Salvador,2020-08-19 18:59:38,1296159909852180000,1296159909852180000,es,http://pbs.twimg.com/media/EfziYkfXkAAA7ek.jpg,photo,https://t.co/YhYfsrmeoI,San Salvador - El Salvador,3,0,162,0,ongoing
5560,16363,134852,134852,Yes,Yes,Yes,Yes,Surgical,Surgical,,,Yes,5 or more,Yes,Yes,Other,Socialising,Yes,0,2020-08-31T09:08:14.405687,,134852,,,,-0,AUS,Australia,2020-08-19 18:59:24,1296159850007790000,1296159850007790000,en,http://pbs.twimg.com/media/Efzg7wLXsAAxFNZ.jpg,photo,https://t.co/f9Ay2BhFCy,South Africa,3,0,162,0,ongoing
5561,16364,134856,134856,Yes,Yes,Yes,Yes,Surgical,,,,Yes,2,Yes,Yes,Other,Other,Maybe,0,2020-08-31T09:08:14.652303,,134856,,,,-0,ARG,Argentina,2020-08-19 18:59:12,1296159798929560000,1296159798929560000,es,http://pbs.twimg.com/media/EfziZ9RWoAEmmjA.jpg,photo,https://t.co/Qqn3pWHGON,Ciudad Autónoma de Buenos Aires - Argentina,3,0,162,0,ongoing
5562,16365,134860,134860,No,Not answered,Not answered,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,0,2020-08-31T09:08:14.903596,,134860,,,,Kuwait,KWT,Kuwait,2020-08-19 18:59:08,1296159781514810000,1296159781514810000,es,http://pbs.twimg.com/media/EfzibtrXgAIBpbT.jpg,photo,https://t.co/eSYAdnVD7Z,Kuwait,3,0,162,0,ongoing
5563,16366,134864,134864,Yes,Yes,Yes,Yes,Surgical,Other,Surgical,,Yes,2,Yes,Not answered,Not answered,Other,Yes,0,2020-08-31T09:08:15.190250,,134864,,,,-0,FRA,France,2020-08-19 18:58:30,1296159622353560000,1296159622353560000,fr,http://pbs.twimg.com/media/EfziTeLXoAAME5b.jpg,photo,https://t.co/CMQT90lmGa,Partout au Québec,3,0,162,0,ongoing
5564,16367,134868,134868,Yes,Yes,Yes,Yes,Surgical,Cloth,,,Yes,5 or more,Yes,Not answered,Not answered,Volunteering,Yes,0,2020-08-31T09:08:15.459620,,134868,,,,-0,TTO,Trinidad and Tobago,2020-08-19 15:26:41,1296106320559580000,1296106320559580000,en,http://pbs.twimg.com/media/EfyxVKAX0AIPJP1.jpg,photo,https://t.co/NtMIRww6UW,Trinidad and Tobago,3,0,162,0,ongoing
5565,16368,134872,134872,Yes,Cannot tell,Yes,No,,,,,Not answered,4,No,Not answered,Not answered,Exercising,Yes,0,2020-08-31T09:08:15.702800,,134872,,,,-0,ITA,Italy,2020-08-19 15:26:34,1296106289647370000,1296106289647370000,it,http://pbs.twimg.com/media/EfyxzUkU0AEHkRz.jpg,photo,https://t.co/mUSSnegDC7,milano - italia,3,0,162,0,ongoing
5566,16369,134876,134876,Not sure,Not answered,Not answered,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,0,2020-08-31T09:08:15.949964,,134876,,,,-0,FRA,France,2020-08-19 18:57:58,1296159491327700000,1296159491327700000,fr,http://pbs.twimg.com/media/EfziLXRXsAgIJN9.jpg,photo,https://t.co/zcmuLMG5Il,-0,3,0,162,0,ongoing
5567,16370,134880,134880,Yes,Yes,Yes,Yes,Surgical,Cloth,,,Yes,3,Yes,Yes,Other,Other,Yes,0,2020-08-31T09:08:16.216686,,134880,,,,-0,MEX,Mexico,2020-08-19 18:57:41,1296159419969890000,1296159419969890000,es,http://pbs.twimg.com/media/EfziHWmUYAEfil2.jpg,photo,https://t.co/xrk0TXtVci,Durango - Dgo. México,3,0,162,0,ongoing
5568,16371,134884,134884,Yes,Yes,Yes,Yes,Surgical,Other,,,Yes,5 or more,Yes,Yes,Other,Other,Yes,0,2020-08-31T09:08:16.473031,,134884,,,,-0,ESP,Spain,2020-08-19 18:57:33,1296159383970120000,1296159383970120000,es,http://pbs.twimg.com/media/EfziF0eVoAEHN6w.jpg,photo,https://t.co/KLHZZbc0MW,-0,3,0,162,0,ongoing
5569,16372,134888,134888,No,Not answered,Not answered,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,0,2020-08-31T09:08:16.759366,,134888,,,,United Kingdom,GBR,United Kingdom,2020-08-19 18:57:31,1296159377897000000,1296159377897000000,en,http://pbs.twimg.com/tweet_video_thumb/EfziFADXoActEA5.jpg,photo,https://t.co/ld2c26v7Gd,London - England,3,0,162,0,ongoing
5570,16373,134892,134892,Yes,Yes,Yes,Yes,Surgical,Cloth,Cannot tell,,Yes,5 or more,Yes,Not answered,Not answered,Other,Yes,0,2020-08-31T09:08:17.039198,,134892,,,,-0,IDN,Indonesia,2020-08-19 15:26:01,1296106150509910000,1296106150509910000,en,http://pbs.twimg.com/media/EfyxrHsWsAA0Zxy.jpg,photo,https://t.co/sTdf67UD4U,Uganda,3,0,162,0,ongoing
5571,16374,134896,134896,Yes,Yes,Yes,Yes,Surgical,Cloth,,,Yes,5 or more,Yes,Yes,Other,Other,Yes,0,2020-08-31T09:08:17.299376,,134896,,,,-0,USA,United States,2020-08-19 15:25:43,1296106073888360000,1296106073888360000,en,http://pbs.twimg.com/media/EfyxmcIWoAAimXm.jpg,photo,https://t.co/iedpn1QQNr,Bronx - NY,3,0,162,0,ongoing
5572,16375,134900,134900,Yes,Yes,Yes,Yes,FP2,,,,Yes,2,Yes,Yes,Other,Other,Yes,0,2020-08-31T09:08:17.568498,,134900,,,,-0,PHL,Philippines,2020-08-19 18:56:42,1296159172309000000,1296159172309000000,es,http://pbs.twimg.com/media/Efzh5PWWsAIQ5Rk.jpg,photo,https://t.co/oyIxYbZEfk,-0,3,0,162,0,ongoing
5573,16376,134904,134904,Yes,No,Not answered,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,0,2020-08-31T09:08:17.828037,,134904,,,,-0,PRT,Portugal,2020-08-19 18:56:31,1296159124082820000,1296159124082820000,pt,http://pbs.twimg.com/media/Efzh2X2XoAM5sbh.jpg,photo,https://t.co/vqvHl2WyFg,Portugal,3,0,162,0,ongoing
5574,16377,134908,134908,Yes,Yes,Yes,Yes,Cloth,Surgical,FP2,,Yes,5 or more,Yes,Yes,Other,Other,Yes,0,2020-08-31T09:08:18.220750,,134908,,,,-0,SLV,El Salvador,2020-08-19 18:56:13,1296159047327120000,1296159047327120000,es,http://pbs.twimg.com/media/EfzhodlXYA4Op6s.jpg,photo,https://t.co/BZWtybvxEa,San Salvador - El Salvador,3,0,162,0,ongoing
5575,16378,134912,134912,Not sure,Not answered,Not answered,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,0,2020-08-31T09:08:18.474098,,134912,,,,-0,USA,United States,2020-08-19 18:55:49,1296158946722330000,1296158946722330000,en,http://pbs.twimg.com/media/EfzhsE9UcAAHjh9.jpg,photo,https://t.co/TAflu3MCG8,Riverdale - CA,3,0,162,0,ongoing
5576,16379,134916,134916,No,Not answered,Not answered,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,0,2020-08-31T09:08:18.727299,,134916,,,,-0,ITA,Italy,2020-08-19 18:55:34,1296158885451980000,1296158885451980000,it,http://pbs.twimg.com/media/EfzhozgUwAYyJaT.jpg,photo,https://t.co/ebDOcIsgRq,Roma,3,0,162,0,ongoing
5577,16380,134920,134920,No,Not answered,Not answered,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,0,2020-08-31T09:08:18.986361,,134920,,,,-0,CAN,Canada,2020-08-19 18:55:26,1296158850803030000,1296158850803030000,en,http://pbs.twimg.com/tweet_video_thumb/EfzhmCDXYAASXLe.jpg,photo,https://t.co/sD3rq3afuY,Toronto - Ontario,3,0,162,0,ongoing
5578,16381,134924,134924,Yes,Yes,Yes,Not answered,Cloth,Surgical,,,Only some of them,5 or more,Yes,Yes,Other,Socialising,Yes,0,2020-08-31T09:08:19.237885,,134924,,,,-0,KEN,Kenya,2020-08-19 15:24:39,1296105805696070000,1296105805696070000,en,http://pbs.twimg.com/media/EfyxOM7WkAIUu07.jpg,photo,https://t.co/96ynXakoNO,Eldoret - Kenya,3,0,162,0,ongoing
5579,16382,135016,135016,Yes,Yes,Yes,Yes,Surgical,Cloth,,,Yes,5 or more,Cannot tell,Yes,Street/Square,Protesting,Yes,0,2020-08-31T09:08:26.455895,,135016,,,,-0,USA,United States,2020-08-19 18:49:54,1296157460932240000,1296157460932240000,en,http://pbs.twimg.com/media/EfzgV4sWsAAd8x4.jpg,photo,https://t.co/eUyhha6kn5,Portland - Oregon,3,0,162,0,ongoing
5580,16383,135020,135020,Yes,Yes,Yes,Some of them,Surgical,Cloth,,,Yes,5 or more,Yes,Yes,Outdoors,Other,Yes,0,2020-08-31T09:08:26.868419,,135020,,,,-0,IDN,Indonesia,2020-08-19 18:49:46,1296157426526200000,1296157426526200000,in,http://pbs.twimg.com/media/EfzgQYiVAAAbwdB.jpg,photo,https://t.co/QsnBBGodav,Tanjung Balai - Indonesia,3,0,162,0,ongoing
5581,16384,135024,135024,Yes,Yes,Yes,Yes,Surgical,Cloth,,,Yes,5 or more,No,Yes,Shop,Shopping,Maybe,0,2020-08-31T09:08:27.203051,,135024,,,,-0,VEN,Venezuela - Bolivarian Republic of,2020-08-19 18:49:40,1296157402350470000,1296157402350470000,es,http://pbs.twimg.com/media/EfzgSbwX0AApo59.jpg,photo,https://t.co/wcmYE5z67z,Caracas - Venezuela,3,0,162,0,ongoing
5582,16385,133347,133347,Yes,Yes,Yes,No,,,,,Not answered,2,Not answered,Yes,Other,Exercising,Yes,0,2020-08-31T09:06:23.488327,,133347,,,,-0,ARG,Argentina,2020-08-19 16:28:27,1296121860590050000,1296121860590050000,es,http://pbs.twimg.com/media/Efy_9d_WkAA39zt.jpg,photo,https://t.co/UMWGa2LSbx,Ciudad Autónoma de Buenos Aire,3,0,162,0,ongoing
5583,16386,133727,133727,Yes,Yes,Yes,Yes,Cloth,Surgical,Other,,Yes,5 or more,Yes,Yes,Street/Square,Other,Maybe,0,2020-08-31T09:06:55.263268,,133727,,,,-0,ESP,Spain,2020-08-19 20:09:58,1296177609664060000,1296177609664060000,es,http://pbs.twimg.com/media/EfzypbZXgAAFmFt.jpg,photo,https://t.co/1ZVWALPYWy,-0,3,0,162,0,ongoing
5584,16387,133789,133789,Yes,Yes,Yes,Yes,Cloth,,,,Yes,2,Yes,Yes,Other,Working,Yes,0,2020-08-31T09:06:59.348900,,133789,,,,-0,ARG,Argentina,2020-08-19 20:05:42,1296176534731010000,1296176534731010000,es,http://pbs.twimg.com/media/EfzxrY7X0AAKBLU.jpg,photo,https://t.co/fvATHORiS0,Argentina-Formosa,3,0,162,0,ongoing
5585,16388,133831,133831,Yes,Yes,Yes,Yes,Cloth,Surgical,,,Yes,5 or more,Yes,Yes,Other,Other,Yes,0,2020-08-31T09:07:02.334523,,133831,,,,-0,MEX,Mexico,2020-08-19 20:03:22,1296175950246230000,1296175950246230000,es,http://pbs.twimg.com/media/EfzxJy0VAAAsHmb.jpg,photo,https://t.co/aUVswEaFC4,Morelia - Michoacán de Ocampo,3,0,162,0,ongoing
5586,16389,133883,133883,Yes,Cannot tell,No,Cannot tell,,,,,Not answered,Not answered,Cannot tell,Not answered,Street/Square,Not answered,Maybe,0,2020-08-31T09:07:05.879336,,133883,,,,-0,ESP,Spain,2020-08-19 16:05:38,1296116120454410000,1296116120454410000,es,http://pbs.twimg.com/media/Efy6vihX0AAVxQZ.jpg,photo,https://t.co/PPAKJRuKHN,Utiel - España,3,0,162,0,ongoing
5587,16390,133941,133941,Yes,Cannot tell,Yes,No,,,,,Not answered,3,Not answered,Not answered,Not answered,Exercising,Cannot tell,0,2020-08-31T09:07:10.025750,,133941,,,,-0,CAN,Canada,2020-08-19 19:57:42,1296174521213430000,1296174521213430000,en,http://pbs.twimg.com/media/Efzv266WkAE7Hxt.jpg,photo,https://t.co/cBQivU6lnH,Upper Sandusky - Ohio,3,0,162,0,ongoing
5588,16391,133981,133981,Yes,Cannot tell,Yes,Cannot tell,Other,,,,Not answered,4,Cannot tell,Not answered,Not answered,Cannot tell,Cannot tell,0,2020-08-31T09:07:12.964431,,133981,,,,-0,USA,United States,2020-08-19 16:02:21,1296115295686460000,1296115295686460000,en,http://pbs.twimg.com/media/Efy5_VCXoAIePxS.jpg,photo,https://t.co/7apNjPoUPh,Canada,3,0,162,0,ongoing
5589,16392,134025,134025,Yes,Yes,Yes,Yes,FP2,Surgical,,,Yes,4,Yes,Yes,Other,Other,Yes,0,2020-08-31T09:07:15.954105,,134025,,,,-0,USA,United States,2020-08-19 16:01:03,1296114965213040000,1296114965213040000,es,http://pbs.twimg.com/media/Efy5sT5WAAMMqtn.jpg,photo,https://t.co/JT79ej2neZ,Dominican Republic 🇩🇴,3,0,162,0,ongoing
5590,16393,134100,134100,Yes,Yes,Yes,Yes,FP2,Surgical,FP2,,Yes,5 or more,Yes,Yes,Other,Other,Yes,0,2020-08-31T09:07:21.357119,,134100,,,,-0,ZWE,Zimbabwe,2020-08-19 15:59:43,1296114633292620000,1296114633292620000,en,http://pbs.twimg.com/media/Efy5OepWkAEK4sp.png,photo,https://t.co/i0Qo0UiGYe,Bulawayo - Zimbabwe,3,0,162,0,ongoing
5591,16394,134132,134132,Yes,No,Not answered,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,0,2020-08-31T09:07:23.806079,,134132,,,,-0,FRA,France,2020-08-19 15:58:12,1296114249081730000,1296114249081730000,fr,http://pbs.twimg.com/media/Efy4q4nWoAEP6TU.jpg,photo,https://t.co/TyL0df6dFm,Montpellier,3,0,162,0,ongoing
5592,16395,134164,134164,Yes,Yes,Yes,Yes,FP2,,,,Yes,1,Not answered,Yes,Street/Square,Cannot tell,Maybe,0,2020-08-31T09:07:25.993928,,134164,,,,-0,ESP,Spain,2020-08-19 19:42:12,1296170620250620000,1296170620250620000,es,http://pbs.twimg.com/media/EfzsT0aWkAMCYoo.jpg,photo,https://t.co/TrpLSkwTkD,Vigo,3,0,162,0,ongoing
5593,16396,134191,134191,Yes,Cannot tell,Not answered,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,0,2020-08-31T09:07:27.879085,,134191,,,,-0,VAT,Holy See (Vatican City State),2020-08-19 15:55:03,1296113459197880000,1296113459197880000,es,http://pbs.twimg.com/media/Efy4UqSWkAA8y96.jpg,photo,https://t.co/qVtx1GFpBD,Ciudad del Vaticano,3,0,162,0,ongoing
5594,16397,134214,134214,Yes,Yes,Yes,Yes,Cloth,Surgical,,,Yes,5 or more,Yes,Yes,Street/Square,Other,Yes,0,2020-08-31T09:07:29.398926,,134214,,,,-0,COL,Colombia,2020-08-19 19:39:02,1296169826289960000,1296169826289960000,es,http://pbs.twimg.com/media/Efzrkw6X0Ac7oqT.jpg,photo,https://t.co/P9mc77vWcH,Cúcuta - Colombia,3,0,162,0,ongoing
5595,16398,134236,134236,Yes,Yes,Yes,Yes,Cloth,,,,Yes,1,Not answered,Not answered,Other,Cannot tell,Cannot tell,0,2020-08-31T09:07:30.952117,,134236,,,,-0,USA,United States,2020-08-19 19:37:08,1296169344376900000,1296169344376900000,en,http://pbs.twimg.com/media/EfzrJkQXgAA1IQS.jpg,photo,https://t.co/IOZbUB5Uqw,South Florida,3,0,162,0,ongoing
5596,16399,134280,134280,Yes,Yes,Yes,Yes,FP2,Cannot tell,,,Yes,5 or more,Yes,Not answered,Not answered,Other,Cannot tell,0,2020-08-31T09:07:34.208240,,134280,,,,-0,PHL,Philippines,2020-08-19 15:50:49,1296112392326260000,1296112392326260000,es,http://pbs.twimg.com/media/Efy3WglXgAEjlf8.jpg,photo,https://t.co/UGdgJR4seZ,National District - Dominican Republic,3,0,162,0,ongoing
5597,16400,134290,134290,Yes,Cannot tell,Not answered,Cannot tell,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Exercising,Cannot tell,0,2020-08-31T09:07:35.022517,,134290,,,,-0,ARG,Argentina,2020-08-19 19:33:15,1296168367502630000,1296168367502630000,es,http://pbs.twimg.com/media/EfzqQqjWAAcvoYa.jpg,photo,https://t.co/oOhq5oA6Ix,Rosario - Argentina,3,0,162,0,ongoing
5598,16401,134298,134298,Yes,Yes,Yes,Yes,FP2,Surgical,,,Yes,2,Yes,Yes,Street/Square,Other,Yes,0,2020-08-31T09:07:35.556060,,134298,,,,-0,USA,United States,2020-08-19 15:50:02,1296112196490070000,1296112196490070000,en,http://pbs.twimg.com/media/Efy3LHcXoAIEHkZ.jpg,photo,https://t.co/gshvANyvTp,North Carolina - USA  919,3,0,162,0,ongoing
5599,16402,134306,134306,Yes,Cannot tell,No,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,0,2020-08-31T09:07:36.100176,,134306,,,,-0,USA,United States,2020-08-19 15:49:57,1296112174188960000,1296112174188960000,en,http://pbs.twimg.com/media/Efy3I86WAAIi26B.jpg,photo,https://t.co/yr2JJWWotw,Doncaster,3,0,162,0,ongoing
5601,16404,134321,134321,Yes,Yes,Yes,Yes,Cannot tell,,,,Yes,1,Not answered,Yes,Other,Cannot tell,Not answered,0,2020-08-31T09:07:37.199230,,134321,,,,-0,GBR,United Kingdom,2020-08-19 19:31:00,1296167801649010000,1296167801649010000,en,http://pbs.twimg.com/media/EfzpvwpWsAU_C_-.jpg,photo,https://t.co/piLiV9tLhA,New York - NY,3,0,162,0,ongoing
5602,16405,134329,134329,Yes,Cannot tell,Yes,Cannot tell,,,,,Not answered,2,Yes,Yes,Street/Square,Other,Maybe,0,2020-08-31T09:07:37.719311,,134329,,,,-0,GBR,United Kingdom,2020-08-19 15:48:42,1296111857468660000,1296111857468660000,en,http://pbs.twimg.com/media/Efy23HxWsAEiQHY.jpg,photo,https://t.co/pdn75NTKZS,New York - NY,3,0,162,0,ongoing
5603,16406,134337,134337,Yes,No,Not answered,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,0,2020-08-31T09:07:38.212776,,134337,,,,-0,COL,Colombia,2020-08-19 15:48:30,1296111810475710000,1296111810475710000,es,http://pbs.twimg.com/media/Efy2yagX0AY_hjV.jpg,photo,https://t.co/uoy1VRKSzo,Buenos Aires - Argentina,3,0,162,0,ongoing
5604,16407,134345,134345,Yes,No,Not answered,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,0,2020-08-31T09:07:38.720365,,134345,,,,-0,ESP,Spain,2020-08-19 15:48:22,1296111773356040000,1296111773356040000,es,http://pbs.twimg.com/media/Efy2u-pWAAAW5Oj.jpg,photo,https://t.co/Cr0FGEDpeY,-0,3,0,162,0,ongoing
5605,16408,134361,134361,Yes,No,Not answered,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,0,2020-08-31T09:07:40.043994,,134361,,,,-0,GBR,United Kingdom,2020-08-19 15:47:30,1296111559312310000,1296111559312310000,en,http://pbs.twimg.com/media/Efy2J2lWkAA-xZe.jpg,photo,https://t.co/jM37Xbzr9O,Belfast,3,0,162,0,ongoing
5606,16409,134377,134377,No,Not answered,Not answered,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,0,2020-08-31T09:07:41.173844,,134377,,,,-0,FRA,France,2020-08-19 19:28:51,1296167263595300000,1296167263595300000,en,http://pbs.twimg.com/tweet_video_thumb/EfzpP4kXoAcRo0o.jpg,photo,https://t.co/q65DlW91Ok,-0,3,0,162,0,ongoing
5607,16410,134393,134393,No,Not answered,Not answered,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,0,2020-08-31T09:07:42.203067,,134393,,,,-0,DZA,Algeria,2020-08-19 19:27:27,1296166907901620000,1296166907901620000,lt,http://pbs.twimg.com/media/Efzo7nxXoAAlMZ4.jpg,photo,https://t.co/fGwaPzHvsr,Cw: hxh // fire force // tlok,3,0,162,0,ongoing
