,id_x,task_id,id_y,info_0,info_1,info_2,info_3,info_4_0,info_4_1,info_4_2,info_4_3,info_5,info_6,info_7,info_8,info_9,info_10,info_11,calibration,created,fav_user_ids,id,info_CIME_coordinates,info_CIME_geolocation_string,info_bounding_box,info_country,info_country_code,info_country_or_territory,info_created_at,info_id,info_id_str,info_language_code,info_media_url,info_type,info_url,info_user_loc,n_answers,priority_0,project_id,quorum,state
0,10747,128837,128837,Yes,Yes,Yes,Yes,Cloth,Surgical,Scarf,,Yes,5 or more,No,Yes,Other,Other,Cannot tell,0,2020-08-29T08:50:51.231368,,128837,,,,-0,ESP,Spain,2020-08-20 08:51:34,1296369271036170000,1296369271036170000,pt,http://pbs.twimg.com/media/Ef2g-0PWAAIC29U.jpg,photo,https://t.co/yhpOGMtFZ7,-0,3,0,162,0,completed
1,10748,128853,128853,Yes,Yes,Yes,Yes,Cloth,,,,Yes,2,No,Yes,Other,Other,Yes,0,2020-08-29T08:50:52.158342,,128853,,,,-0,PRT,Portugal,2020-08-20 08:50:15,1296368940952830000,1296368940952830000,pt,http://pbs.twimg.com/media/Ef2grlqWoAAAHzo.jpg,photo,https://t.co/cPa7JKY9P8,Portugal,3,0,162,0,completed
2,10749,128869,128869,Yes,Not answered,Not answered,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,0,2020-08-29T08:50:53.206500,,128869,,,,United States,USA,United States,2020-08-20 04:49:10,1296308272140560000,1296308272140560000,en,http://pbs.twimg.com/tweet_video_thumb/Ef1pgAYWAAAKXv5.jpg,photo,https://t.co/JfHbsXs1b3,San Antonio - TX,3,0,162,0,completed
3,10750,128845,128845,Yes,Yes,Yes,Yes,Surgical,,,,Yes,3,Yes,Yes,Cannot tell,Other,Yes,0,2020-08-29T08:50:51.694862,,128845,,,,-0,KOR,Korea - Republic of,2020-08-20 04:51:56,1296308967090530000,1296308967090530000,fr,http://pbs.twimg.com/media/Ef1py_tU8AAMnKd.jpg,photo,https://t.co/oI4TdOXEia,South Korea,3,0,162,0,completed
6,10753,128901,128901,Yes,Yes,Yes,Yes,Surgical,,,,Yes,2,Yes,Yes,Street/Square,Socialising,Yes,0,2020-08-29T08:50:55.164155,,128901,,,,-0,FRA,France,2020-08-20 04:46:00,1296307472202730000,1296307472202730000,fr,http://pbs.twimg.com/media/Ef1k8iLXkAADddH.jpg,photo,https://t.co/NY4dsNeSQ4,Paris - France,3,0,162,0,completed
7,10754,128917,128917,Yes,Yes,Yes,Yes,Surgical,,,,Yes,3,Yes,Yes,Street/Square,Other,Yes,0,2020-08-29T08:50:56.113869,,128917,,,,-0,FRA,France,2020-08-20 04:44:05,1296306990881420000,1296306990881420000,fr,http://pbs.twimg.com/media/Ef1mrM8XsAE50yp.jpg,photo,https://t.co/9wCZAL3oOa,Alsace - France,3,0,162,0,completed
8,10755,128909,128909,Yes,Yes,Yes,Yes,Cloth,,,,Only some of them,4,Yes,Yes,Street/Square,Working,Maybe,0,2020-08-29T08:50:55.634638,,128909,,,,-0,IDN,Indonesia,2020-08-20 04:45:27,1296307336856740000,1296307336856740000,in,http://pbs.twimg.com/media/Ef1olznUEAE2Otk.jpg,photo,https://t.co/v2rS2Fyi5Z,-0,3,0,162,0,completed
9,10756,128933,128933,Yes,Yes,Yes,Yes,Cannot tell,Surgical,,,Yes,3,Yes,Yes,Other,Working,Yes,0,2020-08-29T08:50:57.125183,,128933,,,,-0,ESP,Spain,2020-08-20 08:43:05,1296367138416950000,1296367138416950000,es,http://pbs.twimg.com/media/Ef2fCsJUwAEMqUi.jpg,photo,https://t.co/E1aK6zgD4A,Burgos - España,3,0,162,0,completed
10,10757,128949,128949,Yes,Yes,Yes,Yes,Cloth,Surgical,,,Yes,2,Yes,Yes,Other,Other,Yes,0,2020-08-29T08:50:58.111220,,128949,,,,-0,PER,Peru,2020-08-20 04:40:12,1296306011658220000,1296306011658220000,es,http://pbs.twimg.com/media/Ef1nbkBXkAEnWNs.jpg,photo,https://t.co/dFAP4ETr5d,Cusco,3,0,162,0,completed
11,10758,128957,128957,Yes,Yes,Yes,Yes,Cloth,,,,Yes,2,Yes,Yes,Street/Square,Other,Yes,0,2020-08-29T08:50:58.650037,,128957,,,,-0,PHL,Philippines,2020-08-20 04:39:13,1296305766438010000,1296305766438010000,en,http://pbs.twimg.com/media/Ef1nJRaUwAAnDeT.jpg,photo,https://t.co/A3fG0dduG6,San Francisco - Quezon,3,0,162,0,completed
12,10759,128981,128981,Yes,Yes,Yes,Yes,Cloth,Surgical,,,Yes,5 or more,Yes,Yes,Other,Other,Yes,0,2020-08-29T08:51:00.477542,,128981,,,,-0,SSD,South Sudan,2020-08-20 08:39:08,1296366145113650000,1296366145113650000,en,http://pbs.twimg.com/media/Ef2eIXmXgAI25Rx.jpg,photo,https://t.co/AtmgI0bQpd,Bhisho - EC South Africa,3,0,162,0,completed
13,10760,128973,128973,Yes,Yes,Yes,Yes,Surgical,,,,Yes,2,Yes,Yes,Other,Working,Yes,0,2020-08-29T08:50:59.882226,,128973,,,,-0,COL,Colombia,2020-08-20 04:37:13,1296305264250030000,1296305264250030000,es,http://pbs.twimg.com/media/Ef1mwe6XsAsvZo8.jpg,photo,https://t.co/L83KguEYVV,Barranquilla - Colombia,3,0,162,0,completed
14,10761,128995,128995,Yes,Yes,Yes,Cannot tell,,,,,Not answered,1,Not answered,Yes,Street/Square,Other,Yes,0,2020-08-29T08:51:01.367756,,128995,,,,-0,GBR,United Kingdom,2020-08-20 08:35:34,1296365245884170000,1296365245884170000,en,http://pbs.twimg.com/media/Ef2dTIGXgAAYuV_.jpg,photo,https://t.co/3dO5a13WZ1,Ribble Valley - Lancashire,3,0,162,0,completed
15,10762,128999,128999,Yes,Yes,Yes,Some of them,FP2,,,,Yes,5 or more,No,Yes,Other,Other,Maybe,0,2020-08-29T08:51:01.603651,,128999,,,,-0,IND,India,2020-08-20 08:35:12,1296365152200250000,1296365152200250000,hi,http://pbs.twimg.com/media/Ef2dPG9X0AAdMx3.jpg,photo,https://t.co/0AlwyucNFN,Surat,3,0,162,0,completed
16,10763,129003,129003,Yes,No,Not answered,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,0,2020-08-29T08:51:01.869448,,129003,,,,-0,AUS,Australia,2020-08-20 04:32:28,1296304067929570000,1296304067929570000,en,http://pbs.twimg.com/media/Ef1lriAWkAAjpbT.jpg,photo,https://t.co/rQgYkgFtr6,Australia,3,0,162,0,completed
18,10765,129011,129011,Yes,Yes,Yes,Cannot tell,,,,,Not answered,2,Not answered,Yes,Street/Square,Other,Yes,0,2020-08-29T08:51:02.538809,,129011,,,,India,IND,India,2020-08-20 04:31:40,1296303867542480000,1296303867542480000,en,http://pbs.twimg.com/media/Ef1lfX4VoAU637b.jpg,photo,https://t.co/mItXBsIWpl,India,3,0,162,0,completed
19,10766,129015,129015,Yes,Yes,Yes,Yes,Surgical,,,,Yes,1,Not answered,Not answered,Not answered,Working,Cannot tell,0,2020-08-29T08:51:02.772588,,129015,,,,-0,TUR,Turkey,2020-08-20 04:31:30,1296303822546100000,1296303822546100000,tr,http://pbs.twimg.com/media/Ef1ldKGX0AAySFV.jpg,photo,https://t.co/22kfKYXJUy,İstanbul - Türkiye,3,0,162,0,completed
20,10767,129019,129019,Yes,Yes,Yes,Yes,Surgical,Cloth,,,Yes,3,No,Yes,Other,Other,Cannot tell,0,2020-08-29T08:51:03.012370,,129019,,,,-0,NGA,Nigeria,2020-08-20 04:31:27,1296303812114710000,1296303812114710000,in,http://pbs.twimg.com/media/Ef1lbnlU0AAHgW1.jpg,photo,https://t.co/1BZ7cX6gyH,-0,3,0,162,0,completed
21,10768,129023,129023,Yes,Yes,Yes,Yes,Surgical,Cloth,,,Yes,5 or more,Yes,Yes,Other,Other,Yes,0,2020-08-29T08:51:03.282544,,129023,,,,-0,MEX,Mexico,2020-08-20 08:34:15,1296364912386670000,1296364912386670000,es,http://pbs.twimg.com/media/Ef2c8r3XYAArmsj.jpg,photo,https://t.co/yDFacrEgnF,Cuernavaca - Mor - Mexico,3,0,162,0,completed
22,10769,129027,129027,Yes,Yes,Yes,Yes,Cloth,Surgical,,,Yes,4,Yes,Yes,Other,Other,Yes,0,2020-08-29T08:51:03.524238,,129027,,,,-0,CAN,Canada,2020-08-20 04:30:52,1296303665062510000,1296303665062510000,en,http://pbs.twimg.com/media/Ef1lUDxXoAAB2FD.jpg,photo,https://t.co/hLHqeevNRO,Alberta - Canada,3,0,162,0,completed
23,10770,129031,129031,Yes,Yes,Yes,Some of them,Cloth,Surgical,FP2,,Yes,5 or more,Yes,Yes,Other,Other,Yes,0,2020-08-29T08:51:03.780810,,129031,,,,-0,MEX,Mexico,2020-08-20 08:33:45,1296364789535590000,1296364789535590000,es,http://pbs.twimg.com/media/Ef2c52hWkAEmBcg.jpg,photo,https://t.co/On09O7UsN2,Sonora - México,3,0,162,0,completed
24,10771,129035,129035,Yes,Yes,Yes,Yes,Surgical,,,,Yes,2,Yes,Yes,Other,Other,Yes,0,2020-08-29T08:51:04.010145,,129035,,,,-0,IND,India,2020-08-20 04:30:05,1296303467926110000,1296303467926110000,en,http://pbs.twimg.com/media/Ef1lInzXYAAnf91.jpg,photo,https://t.co/FZKDN2nucM,Kolkata-India,3,0,162,0,completed
25,10772,129038,129038,Yes,No,Not answered,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,0,2020-08-29T08:51:04.192089,,129038,,,,-0,USA,United States,2020-08-20 04:30:01,1296303450750420000,1296303450750420000,en,http://pbs.twimg.com/media/Ef1lHbIWAAE5AhO.jpg,photo,https://t.co/Wdh9bnvd3Y,Tyler - Longview - Jacksonville,3,0,162,0,completed
26,10773,129040,129040,Yes,Yes,Yes,No,,,,,Not answered,3,Yes,Yes,Other,Other,Maybe,0,2020-08-29T08:51:04.318006,,129040,,,,-0,AUT,Austria,2020-08-20 08:33:03,1296364614226240000,1296364614226240000,de,http://pbs.twimg.com/media/Ef2cvjFWAAAVx_-.jpg,photo,https://t.co/gFoVaMbrhp,Wien - Österreich,3,0,162,0,completed
27,10774,129042,129042,Yes,Not answered,Not answered,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,0,2020-08-29T08:51:04.444976,,129042,,,,-0,DEU,Germany,2020-08-20 08:32:48,1296364549537440000,1296364549537440000,de,http://pbs.twimg.com/media/Ef2bubqWoAIB9nD.jpg,photo,https://t.co/rgzEGYl7p8,Berlin - Kreuzberg,3,0,162,0,completed
28,10775,129044,129044,Yes,Yes,Yes,Yes,Gasmask,Gasmask,FP2,,Yes,5 or more,Yes,Yes,Street/Square,Other,Yes,0,2020-08-29T08:51:04.562415,,129044,,,,-0,PER,Peru,2020-08-20 04:29:33,1296303331950750000,1296303331950750000,es,http://pbs.twimg.com/media/Ef1lAqMUMAE-Sk1.jpg,photo,https://t.co/e3S64p0Jys,Lima - Peru,3,0,162,0,completed
29,10776,129046,129046,Yes,Yes,Yes,Yes,Surgical,Scarf,Cloth,,Yes,5 or more,Yes,Yes,Outdoors,Volunteering,Yes,0,2020-08-29T08:51:04.673934,,129046,,,,-0,IND,India,2020-08-20 04:29:31,1296303325726400000,1296303325726400000,en,http://pbs.twimg.com/media/Ef1k1ZDUcAAv1Xv.jpg,photo,https://t.co/2RuEKmhQFX,New Delhi - India,3,0,162,0,completed
30,10777,129048,129048,Yes,Cannot tell,Yes,Not answered,Scarf,,,,Not answered,3,No,Yes,Outdoors,Other,Maybe,0,2020-08-29T08:51:04.786558,,129048,,,,-0,USA,United States,2020-08-20 04:29:28,1296303310576720000,1296303310576720000,en,http://pbs.twimg.com/media/Ef1kwgDXkAAXWPp.jpg,photo,https://t.co/yQiXksiE5z,-0,3,0,162,0,completed
31,10778,129050,129050,Yes,Yes,Yes,No,,,,,Not answered,2,Yes,Not answered,Outdoors,Working,Maybe,0,2020-08-29T08:51:04.904358,,129050,,,,India,IND,India,2020-08-20 04:28:46,1296303134352920000,1296303134352920000,hi,http://pbs.twimg.com/media/Ef1k0shUEAE7a66.jpg,photo,https://t.co/pLInO3clWn,Kaithal - India,3,0,162,0,completed
32,10779,129052,129052,Yes,No,Not answered,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Other,Maybe,0,2020-08-29T08:51:05.023071,,129052,,,,-0,USA,United States,2020-08-20 04:28:32,1296303076710720000,1296303076710720000,en,http://pbs.twimg.com/media/Ef1kx0IWsAAj42p.jpg,photo,https://t.co/zp7NRH0rc9,-0,3,0,162,0,completed
33,10780,129054,129054,Yes,Yes,Yes,Yes,Surgical,Surgical,,,Yes,3,Yes,Yes,Outdoors,Other,Yes,0,2020-08-29T08:51:05.136143,,129054,,,,-0,FIN,Finland,2020-08-20 04:28:31,1296303071866130000,1296303071866130000,en,http://pbs.twimg.com/media/Ef1ktAmU8AMU6gd.jpg,photo,https://t.co/E2YwtgjElk,-0,3,0,162,0,completed
34,10781,129056,129056,Yes,Yes,Yes,Yes,Surgical,Surgical,,,Yes,2,Yes,Yes,Hospital,Working,Yes,0,2020-08-29T08:51:05.254065,,129056,,,,-0,DEU,Germany,2020-08-20 08:31:50,1296364307823940000,1296364307823940000,de,http://pbs.twimg.com/media/Ef2cd_IXgAIx0R_.jpg,photo,https://t.co/mcAXwkxygL,-0,3,0,162,0,completed
35,10782,129058,129058,Yes,Yes,Yes,Not answered,Cannot tell,Cloth,Cannot tell,,Cannot tell,5 or more,No,Yes,Street/Square,Other,Not answered,0,2020-08-29T08:51:05.366435,,129058,,,,-0,SEN,Senegal,2020-08-20 08:31:44,1296364282884400000,1296364282884400000,in,http://pbs.twimg.com/media/Ef2cafJUMAEtVFM.jpg,photo,https://t.co/npWIIjVELF,-0,3,0,162,0,completed
36,10783,129060,129060,Yes,No,Not answered,Cannot tell,,,,,Not answered,Not answered,Not answered,Not answered,Street/Square,Other,Not answered,0,2020-08-29T08:51:05.486342,,129060,,,,-0,IND,India,2020-08-20 04:27:41,1296302862943890000,1296302862943890000,en,http://pbs.twimg.com/media/Ef1klbFXsAAnrxJ.jpg,photo,https://t.co/VRnIqGYv05,Punjab - India,3,0,162,0,completed
37,10784,129062,129062,Yes,No,Not answered,Cannot tell,,,,,Not answered,4,Not answered,Not answered,Not answered,Exercising,Not answered,0,2020-08-29T08:51:05.602185,,129062,,,,-0,MLT,Malta,2020-08-20 08:31:18,1296364171391570000,1296364171391570000,en,http://pbs.twimg.com/media/Ef2cV8JWkAE9bVt.jpg,photo,https://t.co/oxD57TwWdx,Malta,3,0,162,0,completed
38,10785,129064,129064,No,Not answered,Not answered,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,0,2020-08-29T08:51:05.724222,,129064,,,,-0,FRA,France,2020-08-20 08:31:16,1296364161782500000,1296364161782500000,fr,http://pbs.twimg.com/media/Ef2cVYFX0AE-Lm7.jpg,photo,https://t.co/CHLuA9Zog4,De #Quimper à #Brest,3,0,162,0,completed
39,10786,129066,129066,Yes,Yes,Yes,Yes,Surgical,Cloth,,,Yes,3,Yes,Yes,Other,Other,Yes,0,2020-08-29T08:51:05.858939,,129066,,,,-0,IDN,Indonesia,2020-08-20 04:27:28,1296302811039190000,1296302811039190000,in,http://pbs.twimg.com/media/Ef1kiDUUwAEGCLq.jpg,photo,https://t.co/GCETOmMWpH,-0,3,0,162,0,completed
40,10787,129068,129068,Yes,Yes,Not answered,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,0,2020-08-29T08:51:05.995522,,129068,,,,-0,CAN,Canada,2020-08-20 04:27:26,1296302800863770000,1296302800863770000,en,http://pbs.twimg.com/media/Ef1kgttUYAAklaZ.jpg,photo,https://t.co/p03EdTRSMU,Mission - British Columbia,3,0,162,0,completed
41,10788,129070,129070,Yes,No,Not answered,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,0,2020-08-29T08:51:06.160398,,129070,,,,-0,USA,United States,2020-08-20 08:31:00,1296364096212920000,1296364096212920000,en,http://pbs.twimg.com/media/Ef2cRpHX0AAWfX_.jpg,photo,https://t.co/OdZygrepBJ,Willmar - Minnesota - USA,3,0,162,0,completed
42,10789,129072,129072,Yes,No,Not answered,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Exercising,Maybe,0,2020-08-29T08:51:06.286791,,129072,,,,-0,MEX,Mexico,2020-08-20 04:26:55,1296302668865060000,1296302668865060000,es,http://pbs.twimg.com/media/Ef1kaGWWsAATU1u.jpg,photo,https://t.co/bt0X8KuoNT,Tuxtla Gutiérrez - Chiapas,3,0,162,0,completed
43,10790,129074,129074,Yes,Yes,Yes,Yes,Surgical,Cloth,Cannot tell,Other,Yes,5 or more,No,Yes,Street/Square,Cannot tell,Yes,0,2020-08-29T08:51:06.403423,,129074,,,,-0,IND,India,2020-08-20 08:30:46,1296364039488960000,1296364039488960000,en,http://pbs.twimg.com/media/Ef2cNyjVoAEhhPh.jpg,photo,https://t.co/WaNomjpKQt,Macherla - India,3,0,162,0,completed
44,10791,129076,129076,Yes,No,Not answered,Not answered,Other,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Maybe,0,2020-08-29T08:51:06.534411,,129076,,,,-0,USA,United States,2020-08-20 08:30:38,1296364005653720000,1296364005653720000,en,http://pbs.twimg.com/media/Ef2basbX0AIcFbV.jpg,photo,https://t.co/N638rnJKST,United Kingdom,3,0,162,0,completed
45,10793,128893,128893,Yes,Yes,Yes,Yes,Cloth,Surgical,,,Yes,5 or more,No,Yes,Other,Socialising,Yes,0,2020-08-29T08:50:54.696849,,128893,,,,Indonesia,IDN,Indonesia,2020-08-20 04:46:54,1296307700620390000,1296307700620390000,in,http://pbs.twimg.com/media/Ef1o9YlUEAE-Fpp.jpg,photo,https://t.co/JVUV0n0noT,-0,3,0,162,0,completed
46,10794,128941,128941,Yes,Yes,Yes,Yes,Cloth,FP2,Cloth,,Yes,4,Yes,Yes,Other,Other,Yes,0,2020-08-29T08:50:57.624225,,128941,,,,-0,USA,United States,2020-08-20 04:41:21,1296306304521090000,1296306304521090000,en,http://pbs.twimg.com/media/Ef1ns7wUEAAKESH.jpg,photo,https://t.co/g3TriFlmhD,New Delhi,3,0,162,0,completed
48,10796,128989,128989,Yes,Yes,Yes,Yes,Surgical,,,,Yes,5 or more,Yes,Yes,Street/Square,Other,Yes,0,2020-08-29T08:51:00.963810,,128989,,,,-0,CAN,Canada,2020-08-20 04:34:14,1296304510755690000,1296304510755690000,en,http://pbs.twimg.com/media/Ef1mE_9U4AEGGUd.jpg,photo,https://t.co/1AM0HrG06I,Stony Plain - Alberta,3,0,162,0,completed
49,10797,128965,128965,Yes,Yes,Yes,No,,,,,Not answered,5 or more,No,Not answered,Not answered,Other,Yes,0,2020-08-29T08:50:59.216830,,128965,,,,-0,ITA,Italy,2020-08-20 08:40:34,1296366504024240000,1296366504024240000,it,http://pbs.twimg.com/media/Ef2edzVUEAAB3s5.jpg,photo,https://t.co/8ACiXjUEpZ,Milano - Italy,3,0,162,0,completed
50,10798,128997,128997,No,Not answered,Not answered,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,0,2020-08-29T08:51:01.489038,,128997,,,,-0,IND,India,2020-08-20 08:35:19,1296365181878960000,1296365181878960000,lt,http://pbs.twimg.com/tweet_video_thumb/Ef2dQCHUMAEUZbT.jpg,photo,https://t.co/yJl8R4dMim,New Delhi - India,3,0,162,0,completed
51,10799,129013,129013,Yes,No,Not answered,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,0,2020-08-29T08:51:02.655110,,129013,,,,-0,ITA,Italy,2020-08-20 08:34:46,1296365043915820000,1296365043915820000,it,http://pbs.twimg.com/media/Ef2dI1YXYAAceWV.jpg,photo,https://t.co/a6CZUkUOB1,-0,3,0,162,0,completed
52,10800,129021,129021,Yes,Yes,Yes,Yes,Cloth,Surgical,,,Yes,5 or more,Yes,Yes,Street/Square,Protesting,Maybe,0,2020-08-29T08:51:03.138461,,129021,,,,-0,PRT,Portugal,2020-08-20 08:34:23,1296364949774770000,1296364949774770000,pt,http://pbs.twimg.com/media/Ef2dC6KXsAEd8De.png,photo,https://t.co/9YqBGzaVlR,Azeitão - Portugal,3,0,162,0,completed
53,10801,129029,129029,Yes,Yes,Yes,Some of them,Surgical,Surgical,,,Only some of them,4,Yes,Yes,Street/Square,Socialising,Yes,0,2020-08-29T08:51:03.646121,,129029,,,,-0,TUR,Turkey,2020-08-20 08:33:47,1296364796602880000,1296364796602880000,tr,http://pbs.twimg.com/media/Ef2c5_XWoAAtiIY.jpg,photo,https://t.co/Rfl6lJ4POR,Siirt - Türkiye,3,0,162,0,completed
54,10805,128925,128925,Yes,Yes,Yes,Some of them,Surgical,,,,Yes,5 or more,Yes,Yes,Outdoors,Working,Yes,0,2020-08-29T08:50:56.645381,,128925,,,,-0,KEN,Kenya,2020-08-20 08:43:50,1296367327202750000,1296367327202750000,en,http://pbs.twimg.com/media/Ef2fLcxXgAAPygu.jpg,photo,https://t.co/rpM9qRORAH,Eldoret - Kenya,3,0,162,0,completed
55,10806,129001,129001,Yes,Yes,Yes,Some of them,Cannot tell,Surgical,,,Cannot tell,3,Not answered,Yes,Outdoors,Shopping,Yes,0,2020-08-29T08:51:01.731689,,129001,,,,-0,ITA,Italy,2020-08-20 08:35:08,1296365136425490000,1296365136425490000,it,http://pbs.twimg.com/media/Ef2dMcUWsAAhpn8.jpg,photo,https://t.co/8OH3MgEMtW,Lucca - Toscana,3,0,162,0,completed
56,10807,129017,129017,Yes,Yes,Yes,No,,,,,Not answered,5 or more,No,Yes,Outdoors,Not answered,Yes,0,2020-08-29T08:51:02.891575,,129017,,,,Thailand,THA,Thailand,2020-08-20 04:31:28,1296303813708490000,1296303813708490000,en,http://pbs.twimg.com/media/Ef1lcYTUEAAsPGO.jpg,photo,https://t.co/6EHkTSzAA6,Bangkok - Thailand,3,0,162,0,completed
57,10808,129033,129033,Yes,Yes,Yes,No,,,,,Not answered,3,Not answered,Yes,Other,Other,Maybe,0,2020-08-29T08:51:03.893351,,129033,,,,-0,ESP,Spain,2020-08-20 08:33:33,1296364736125310000,1296364736125310000,es,http://pbs.twimg.com/media/Ef2c24cXkAAhwgt.jpg,photo,https://t.co/kVkbRkuS4E,Galicia | España,3,0,162,0,completed
59,10810,129043,129043,Yes,Yes,Yes,Yes,Surgical,Cloth,,,Yes,5 or more,Yes,Yes,Other,Other,Yes,0,2020-08-29T08:51:04.505300,,129043,,,,-0,PER,Peru,2020-08-20 04:29:37,1296303351093760000,1296303351093760000,es,http://pbs.twimg.com/media/Ef1lBfHWkAEujL8.jpg,photo,https://t.co/q3lVURkNNi,Piura/Perù,3,0,162,0,completed
60,10811,128900,128900,Yes,Yes,Yes,Yes,Cloth,Surgical,,,Only some of them,2,Yes,Yes,Street/Square,Other,Cannot tell,0,2020-08-29T08:50:55.105948,,128900,,,,-0,PHL,Philippines,2020-08-20 08:46:57,1296368110908430000,1296368110908430000,en,http://pbs.twimg.com/media/Ef2f64oWsAAaQRH.jpg,photo,https://t.co/U6utOI8Gpw,España,3,0,162,0,completed
61,10812,128908,128908,Yes,Yes,Not sure,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,0,2020-08-29T08:50:55.576187,,128908,,,,-0,DEU,Germany,2020-08-20 08:46:00,1296367871069760000,1296367871069760000,de,http://pbs.twimg.com/media/Ef2fl39X0AE-P7m.jpg,photo,https://t.co/JcQqi8xb30,-0,3,0,162,0,completed
63,10814,128924,128924,Yes,Not answered,Not answered,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,0,2020-08-29T08:50:56.583347,,128924,,,,India,IND,India,2020-08-20 04:43:37,1296306874791280000,1296306874791280000,en,http://pbs.twimg.com/tweet_video_thumb/Ef1oONKVoAAmVWP.jpg,photo,https://t.co/ur6YvRK3jf,Karnataka - India,3,0,162,0,completed
64,10815,128932,128932,Yes,Yes,Yes,No,,,,,Not answered,3,No,Not answered,Not answered,Cannot tell,Cannot tell,0,2020-08-29T08:50:57.065346,,128932,,,,-0,GBR,United Kingdom,2020-08-20 04:42:28,1296306583144630000,1296306583144630000,en,http://pbs.twimg.com/media/Ef1n97LXYAAaNaF.png,photo,https://t.co/zDDSChqoBM,Harrow Wealdstone NW LONDON,3,0,162,0,completed
65,10816,128940,128940,No,Not answered,Not answered,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,0,2020-08-29T08:50:57.566256,,128940,,,,-0,GBR,United Kingdom,2020-08-20 08:42:38,1296367022067020000,1296367022067020000,en,http://pbs.twimg.com/media/Ef2e73RXgAE3tCx.jpg,photo,https://t.co/xQoNNDdKew,London - Kent - Essex & Surrey,3,0,162,0,completed
66,10817,128948,128948,Yes,Yes,Yes,No,,,,,Not answered,5 or more,Yes,Not answered,Not answered,Working,Cannot tell,0,2020-08-29T08:50:58.051155,,128948,,,,-0,TUR,Turkey,2020-08-20 08:41:48,1296366813337590000,1296366813337590000,en,http://pbs.twimg.com/media/Ef2evkqWoAAv8E8.jpg,photo,https://t.co/eZeqo3JaUw,Antalya - Türkiye,3,0,162,0,completed
67,10818,128956,128956,Yes,Yes,Yes,No,,,,,Not answered,5 or more,No,Yes,Other,Other,Cannot tell,0,2020-08-29T08:50:58.584778,,128956,,,,-0,NGA,Nigeria,2020-08-20 04:39:26,1296305818732650000,1296305818732650000,und,http://pbs.twimg.com/media/Ef1nRJ-VAAE23JY.jpg,photo,https://t.co/zPbybg5LZo,-0,3,0,162,0,completed
68,10819,128990,128990,Yes,Yes,Yes,Yes,Cloth,Surgical,,,Yes,3,Yes,Yes,Outdoors,Cannot tell,Yes,0,2020-08-29T08:51:01.018779,,128990,,,,Indonesia,IDN,Indonesia,2020-08-20 08:36:27,1296365466206630000,1296365466206630000,in,http://pbs.twimg.com/media/Ef2dgdAUcAE83D2.jpg,photo,https://t.co/L4WOCYfrfh,-0,3,0,162,0,completed
70,10821,129084,129084,Yes,Yes,Yes,Yes,Surgical,,,,Yes,3,Yes,Yes,Street/Square,Other,Cannot tell,0,2020-08-29T08:51:07.096526,,129084,,,,-0,FRA,France,2020-08-20 08:30:17,1296363917917200000,1296363917917200000,en,http://pbs.twimg.com/media/Ef2cHQHWAAIZRhk.jpg,photo,https://t.co/v2fC9hCD5R,London - Luxembourg - Paris - Swi,3,0,162,0,completed
71,10822,129088,129088,No,Not answered,Not answered,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,0,2020-08-29T08:51:07.395228,,129088,,,,-0,MAR,Morocco,2020-08-20 08:30:10,1296363886501930000,1296363886501930000,en,http://pbs.twimg.com/media/Ef2cFbGWsAILmY6.jpg,photo,https://t.co/RTx5pOfp31,-0,3,0,162,0,completed
72,10823,129092,129092,Yes,Not answered,Not answered,Not answered,,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,0,2020-08-29T08:51:07.714864,,129092,,,,-0,ITA,Italy,2020-08-20 08:30:04,1296363863139650000,1296363863139650000,it,http://pbs.twimg.com/media/Ef2bFXMXkAAKkCb.jpg,photo,https://t.co/AgvUQkPZKI,Roma,3,0,162,0,completed
